freq,psd_x,psd_y,psd_z,psd_xyz
47.5,6.051e+05,7.606e+03,1.523e+03,6.142e+05
49.1,4.758e+05,7.898e+03,1.243e+03,4.849e+05
50.7,5.304e+05,8.126e+03,9.216e+02,5.395e+05
52.3,6.493e+05,7.895e+03,1.084e+03,6.583e+05
53.9,7.896e+05,8.675e+03,2.117e+03,8.004e+05
55.5,1.144e+06,1.023e+04,3.334e+03,1.158e+06
57.0,1.545e+06,1.017e+04,3.694e+03,1.558e+06
58.6,2.095e+06,7.590e+03,4.058e+03,2.107e+06
60.2,3.303e+06,7.191e+03,6.963e+03,3.317e+06
61.8,4.997e+06,9.722e+03,1.535e+04,5.022e+06
63.4,7.329e+06,1.767e+04,3.419e+04,7.381e+06
65.0,7.977e+06,3.047e+04,6.885e+04,8.077e+06
66.6,7.553e+06,4.795e+04,1.321e+05,7.733e+06
68.1,6.854e+06,6.934e+04,2.370e+05,7.160e+06
69.7,5.723e+06,8.524e+04,3.734e+05,6.181e+06
71.3,5.031e+06,8.508e+04,4.970e+05,5.613e+06
72.9,4.823e+06,6.291e+04,5.476e+05,5.434e+06
74.5,4.104e+06,2.401e+04,3.934e+05,4.522e+06
76.1,3.243e+06,4.511e+03,2.238e+05,3.472e+06
77.6,2.750e+06,1.584e+03,1.401e+05,2.892e+06
79.2,2.250e+06,2.423e+03,8.447e+04,2.337e+06
80.8,1.561e+06,3.013e+03,4.344e+04,1.608e+06
82.4,1.739e+06,5.906e+03,3.983e+04,1.785e+06
84.0,1.429e+06,7.893e+03,3.261e+04,1.469e+06
85.6,1.224e+06,1.057e+04,3.108e+04,1.266e+06
87.2,1.080e+06,1.261e+04,3.075e+04,1.123e+06
88.7,1.024e+06,1.695e+04,2.670e+04,1.068e+06
90.3,9.632e+05,2.328e+04,1.923e+04,1.006e+06
91.9,8.886e+05,1.875e+04,1.292e+04,9.203e+05
93.5,8.096e+05,1.630e+04,1.167e+04,8.376e+05
95.1,7.580e+05,1.519e+04,1.022e+04,7.834e+05
96.7,8.148e+05,1.191e+04,7.966e+03,8.347e+05
98.2,7.758e+05,1.033e+04,5.885e+03,7.920e+05
99.8,8.836e+05,1.204e+04,5.722e+03,9.013e+05
101.4,8.738e+05,1.125e+04,5.233e+03,8.903e+05
103.0,8.896e+05,9.753e+03,5.292e+03,9.046e+05
104.6,9.179e+05,7.221e+03,5.932e+03,9.310e+05
106.2,9.474e+05,4.841e+03,7.014e+03,9.592e+05
107.8,8.761e+05,3.325e+03,7.430e+03,8.869e+05
109.3,1.016e+06,3.424e+03,9.569e+03,1.029e+06
110.9,1.023e+06,4.018e+03,1.022e+04,1.037e+06
112.5,9.660e+05,5.363e+03,1.009e+04,9.815e+05
114.1,9.483e+05,7.022e+03,9.952e+03,9.653e+05
115.7,8.353e+05,7.541e+03,8.727e+03,8.516e+05
117.3,8.168e+05,8.823e+03,8.215e+03,8.339e+05
118.8,7.126e+05,8.596e+03,7.868e+03,7.290e+05
120.4,6.363e+05,7.506e+03,8.690e+03,6.525e+05
122.0,4.585e+05,4.599e+03,7.874e+03,4.710e+05
123.6,2.911e+05,2.757e+03,6.255e+03,3.001e+05
125.2,1.902e+05,1.902e+03,5.020e+03,1.971e+05
126.8,1.315e+05,1.774e+03,4.025e+03,1.373e+05
128.4,1.074e+05,1.888e+03,3.813e+03,1.131e+05
129.9,8.117e+04,2.083e+03,3.443e+03,8.670e+04
131.5,5.407e+04,1.968e+03,2.597e+03,5.863e+04
133.1,2.727e+04,1.273e+03,1.248e+03,2.979e+04
134.7,1.282e+04,7.040e+02,6.297e+02,1.415e+04
136.3,1.002e+04,7.923e+02,7.113e+02,1.152e+04
137.9,1.557e+04,9.160e+02,1.057e+03,1.754e+04
139.4,2.462e+04,1.046e+03,1.294e+03,2.696e+04
141.0,3.724e+04,1.166e+03,1.654e+03,4.006e+04
142.6,5.260e+04,1.228e+03,2.125e+03,5.596e+04
144.2,6.332e+04,1.296e+03,2.366e+03,6.698e+04
145.8,6.783e+04,1.266e+03,2.509e+03,7.160e+04
147.4,4.693e+04,1.011e+03,1.860e+03,4.980e+04
149.0,5.593e+04,1.177e+03,2.354e+03,5.946e+04
150.5,5.440e+04,1.131e+03,2.352e+03,5.788e+04
152.1,4.942e+04,1.031e+03,2.142e+03,5.259e+04
153.7,4.991e+04,1.103e+03,2.234e+03,5.324e+04
155.3,4.974e+04,1.156e+03,2.307e+03,5.320e+04
156.9,4.806e+04,1.101e+03,2.321e+03,5.148e+04
158.5,4.677e+04,1.143e+03,2.315e+03,5.023e+04
160.0,4.638e+04,1.115e+03,2.369e+03,4.987e+04
161.6,4.249e+04,1.061e+03,2.208e+03,4.576e+04
163.2,3.741e+04,1.075e+03,2.039e+03,4.053e+04
164.8,4.818e+04,1.209e+03,2.605e+03,5.200e+04
166.4,4.170e+04,1.136e+03,2.423e+03,4.525e+04
168.0,5.284e+04,1.376e+03,3.092e+03,5.731e+04
169.6,4.363e+04,1.247e+03,2.674e+03,4.755e+04
171.1,3.919e+04,1.274e+03,2.755e+03,4.322e+04
172.7,5.180e+04,1.542e+03,4.488e+03,5.783e+04
174.3,3.864e+04,1.344e+03,3.502e+03,4.348e+04
175.9,5.005e+04,1.721e+03,4.208e+03,5.598e+04
177.5,4.429e+04,1.662e+03,3.792e+03,4.974e+04
179.1,4.487e+04,1.730e+03,4.051e+03,5.065e+04
180.6,6.615e+04,2.502e+03,6.286e+03,7.494e+04
182.2,5.948e+04,2.439e+03,5.950e+03,6.787e+04
183.8,3.544e+04,2.004e+03,3.928e+03,4.137e+04
185.4,5.051e+04,3.214e+03,5.822e+03,5.954e+04
187.0,3.577e+04,2.940e+03,4.243e+03,4.296e+04
188.6,4.358e+04,3.872e+03,4.833e+03,5.228e+04
190.2,3.742e+04,3.659e+03,4.023e+03,4.510e+04
191.7,3.292e+04,3.635e+03,3.697e+03,4.026e+04
193.3,3.100e+04,4.054e+03,3.706e+03,3.876e+04
194.9,3.080e+04,3.824e+03,3.446e+03,3.807e+04
196.5,2.408e+04,3.326e+03,2.788e+03,3.020e+04
198.1,2.105e+04,2.901e+03,2.521e+03,2.648e+04
199.7,2.119e+04,2.894e+03,2.428e+03,2.651e+04
