freq,psd_x,psd_y,psd_z,psd_xyz
88.4,1.813e+04,7.437e+04,5.505e+04,1.476e+05
90.0,2.216e+04,7.796e+04,4.570e+04,1.458e+05
91.6,2.679e+04,7.766e+04,3.682e+04,1.413e+05
93.2,3.139e+04,8.626e+04,3.313e+04,1.508e+05
94.8,3.140e+04,8.581e+04,2.717e+04,1.444e+05
96.3,3.542e+04,9.297e+04,2.240e+04,1.508e+05
97.9,3.700e+04,8.966e+04,1.589e+04,1.426e+05
99.5,4.255e+04,8.871e+04,1.115e+04,1.424e+05
101.1,5.688e+04,8.960e+04,7.914e+03,1.544e+05
102.7,7.391e+04,8.199e+04,5.406e+03,1.613e+05
104.2,1.161e+05,9.853e+04,4.737e+03,2.194e+05
105.8,1.561e+05,1.095e+05,3.984e+03,2.695e+05
107.4,1.831e+05,1.070e+05,2.565e+03,2.927e+05
109.0,2.206e+05,1.199e+05,1.816e+03,3.423e+05
110.5,2.367e+05,1.197e+05,1.204e+03,3.575e+05
112.1,2.359e+05,1.073e+05,8.145e+02,3.441e+05
113.7,2.334e+05,9.398e+04,1.007e+03,3.284e+05
115.3,2.218e+05,7.675e+04,1.478e+03,3.000e+05
116.9,2.041e+05,6.125e+04,1.910e+03,2.673e+05
118.4,1.660e+05,4.333e+04,1.939e+03,2.113e+05
120.0,1.553e+05,3.845e+04,2.118e+03,1.959e+05
121.6,1.045e+05,2.559e+04,2.179e+03,1.322e+05
123.2,7.386e+04,1.798e+04,2.328e+03,9.417e+04
124.8,5.517e+04,1.302e+04,2.122e+03,7.032e+04
126.3,3.656e+04,8.362e+03,1.760e+03,4.668e+04
127.9,2.881e+04,7.104e+03,1.848e+03,3.776e+04
129.5,1.778e+04,5.660e+03,1.883e+03,2.532e+04
131.1,1.129e+04,5.118e+03,2.253e+03,1.866e+04
132.7,4.540e+03,2.847e+03,1.770e+03,9.157e+03
134.2,1.732e+03,1.127e+03,1.032e+03,3.890e+03
135.8,1.073e+03,8.391e+02,9.203e+02,2.833e+03
137.4,6.780e+02,9.156e+02,9.292e+02,2.523e+03
139.0,4.620e+02,6.168e+02,5.774e+02,1.656e+03
140.6,3.486e+02,5.091e+02,4.218e+02,1.279e+03
142.1,2.651e+02,4.948e+02,3.539e+02,1.114e+03
143.7,2.322e+02,4.768e+02,2.903e+02,9.993e+02
145.3,2.498e+02,6.979e+02,3.940e+02,1.342e+03
146.9,2.950e+02,7.506e+02,4.062e+02,1.452e+03
148.5,3.782e+02,7.530e+02,3.865e+02,1.518e+03
150.0,4.417e+02,5.992e+02,3.350e+02,1.376e+03
151.6,6.028e+02,5.555e+02,3.301e+02,1.488e+03
153.2,9.086e+02,5.965e+02,3.469e+02,1.852e+03
154.8,1.423e+03,6.249e+02,3.908e+02,2.438e+03
156.3,1.791e+03,7.331e+02,4.498e+02,2.974e+03
157.9,2.229e+03,8.236e+02,4.718e+02,3.524e+03
159.5,3.555e+03,1.088e+03,4.979e+02,5.140e+03
161.1,3.878e+03,9.508e+02,4.871e+02,5.316e+03
162.7,3.846e+03,6.378e+02,5.213e+02,5.005e+03
164.2,4.572e+03,6.169e+02,5.072e+02,5.696e+03
165.8,5.288e+03,7.193e+02,5.868e+02,6.594e+03
167.4,6.805e+03,8.480e+02,6.991e+02,8.352e+03
169.0,9.071e+03,9.590e+02,7.713e+02,1.080e+04
170.6,1.351e+04,1.101e+03,9.286e+02,1.554e+04
172.1,1.945e+04,1.205e+03,1.042e+03,2.170e+04
173.7,2.250e+04,1.109e+03,1.118e+03,2.473e+04
175.3,2.571e+04,1.039e+03,1.268e+03,2.802e+04
176.9,3.074e+04,1.206e+03,1.512e+03,3.345e+04
178.5,3.058e+04,1.292e+03,1.711e+03,3.358e+04
180.0,3.159e+04,1.291e+03,1.821e+03,3.470e+04
181.6,3.686e+04,1.589e+03,1.926e+03,4.037e+04
183.2,4.105e+04,1.810e+03,2.089e+03,4.494e+04
184.8,3.996e+04,1.889e+03,2.115e+03,4.397e+04
186.4,3.988e+04,2.235e+03,2.267e+03,4.438e+04
187.9,4.151e+04,2.709e+03,2.403e+03,4.662e+04
189.5,4.089e+04,3.148e+03,2.415e+03,4.646e+04
191.1,4.309e+04,3.246e+03,2.493e+03,4.882e+04
192.7,4.591e+04,3.390e+03,2.590e+03,5.189e+04
194.2,4.612e+04,3.974e+03,2.894e+03,5.299e+04
195.8,4.383e+04,3.728e+03,2.903e+03,5.046e+04
197.4,4.711e+04,3.646e+03,2.988e+03,5.375e+04
199.0,5.570e+04,4.225e+03,3.669e+03,6.359e+04
